event_id,event_type,source_user_id,target_user_id,created_at,content,interaction_velocity_5m,account_age_days,historical_report_rate,is_duplicate,historical_feedback_risk,label_risky_event,notification_text
evt-042,like,u124,u212,2026-06-01 10:17:54.000,,7,63,0.01,0,0,0,u124 reacciono a tu publicacion
evt-041,like,u117,u201,2026-06-01 10:14:37.000,,39,26,0.15,0,1,1,u117 reacciono a tu publicacion
evt-040,like,u110,u280,2026-06-01 10:11:20.000,,26,1485,0.29,0,1,1,u110 reacciono a tu publicacion
evt-039,like,u103,u269,2026-06-01 10:08:03.000,,13,1448,0.12,0,0,0,u103 reacciono a tu publicacion
evt-038,like,u186,u258,2026-06-01 10:04:46.000,,45,1411,0.26,0,1,1,u186 reacciono a tu publicacion
evt-037,like,u179,u247,2026-06-01 10:01:29.000,,32,1374,0.09,0,0,1,u179 reacciono a tu publicacion
evt-036,like,u172,u236,2026-06-01 09:58:12.000,,19,1337,0.23,0,1,1,u172 reacciono a tu publicacion
evt-035,like,u165,u225,2026-06-01 09:54:55.000,,6,1300,0.06,0,0,0,u165 reacciono a tu publicacion
evt-034,like,u158,u214,2026-06-01 09:51:38.000,,38,1263,0.2,0,1,1,u158 reacciono a tu publicacion
evt-033,like,u151,u203,2026-06-01 09:48:21.000,,25,1226,0.03,0,0,0,u151 reacciono a tu publicacion
evt-032,like,u144,u282,2026-06-01 09:45:04.000,,12,1189,0.17,0,0,0,u144 reacciono a tu publicacion
evt-031,like,u137,u271,2026-06-01 09:41:47.000,,44,1152,0,0,1,0,u137 reacciono a tu publicacion
evt-030,like,u130,u260,2026-06-01 09:38:30.000,,31,1115,0.14,0,0,0,u130 reacciono a tu publicacion
evt-029,like,u123,u249,2026-06-01 09:35:13.000,,18,1078,0.28,0,1,1,u123 reacciono a tu publicacion
evt-028,like,u116,u238,2026-06-01 09:31:56.000,,5,1041,0.11,0,0,0,u116 reacciono a tu publicacion
evt-027,like,u109,u227,2026-06-01 09:28:39.000,,37,1004,0.25,0,1,1,u109 reacciono a tu publicacion
evt-026,like,u102,u216,2026-06-01 09:25:22.000,,24,967,0.08,0,0,0,u102 reacciono a tu publicacion
evt-025,like,u185,u205,2026-06-01 09:22:05.000,,11,930,0.22,0,1,1,u185 reacciono a tu publicacion
evt-024,like,u178,u284,2026-06-01 09:18:48.000,,43,893,0.05,0,1,1,u178 reacciono a tu publicacion
evt-023,like,u171,u273,2026-06-01 09:15:31.000,,30,856,0.19,0,0,0,u171 reacciono a tu publicacion
evt-022,like,u164,u262,2026-06-01 09:12:14.000,,17,819,0.02,0,0,0,u164 reacciono a tu publicacion
evt-021,like,u157,u251,2026-06-01 09:08:57.000,,4,782,0.16,0,0,0,u157 reacciono a tu publicacion
evt-020,like,u150,u240,2026-06-01 09:05:40.000,,36,745,0.3,0,1,1,u150 reacciono a tu publicacion
evt-019,like,u143,u229,2026-06-01 09:02:23.000,,23,708,0.13,0,0,0,u143 reacciono a tu publicacion
evt-018,like,u136,u218,2026-06-01 08:59:06.000,,10,671,0.27,0,1,1,u136 reacciono a tu publicacion
evt-017,like,u129,u207,2026-06-01 08:55:49.000,,42,634,0.1,0,1,1,u129 reacciono a tu publicacion
evt-016,like,u122,u286,2026-06-01 08:52:32.000,,29,597,0.24,0,1,1,u122 reacciono a tu publicacion
evt-015,like,u115,u275,2026-06-01 08:49:15.000,,16,560,0.07,0,0,0,u115 reacciono a tu publicacion
evt-014,like,u108,u264,2026-06-01 08:45:58.000,,3,523,0.21,0,0,0,u108 reacciono a tu publicacion
evt-013,like,u101,u253,2026-06-01 08:42:41.000,,35,486,0.04,0,1,1,u101 reacciono a tu publicacion
evt-012,like,u184,u242,2026-06-01 08:39:24.000,,22,449,0.18,0,0,0,u184 reacciono a tu publicacion
evt-011,like,u177,u231,2026-06-01 08:36:07.000,,9,412,0.01,0,0,0,u177 reacciono a tu publicacion
evt-010,like,u170,u220,2026-06-01 08:32:50.000,,41,375,0.15,0,1,1,u170 reacciono a tu publicacion
evt-009,like,u163,u209,2026-06-01 08:29:33.000,,28,338,0.29,0,1,1,u163 reacciono a tu publicacion
evt-008,like,u156,u288,2026-06-01 08:26:16.000,,15,301,0.12,0,0,0,u156 reacciono a tu publicacion
evt-007,like,u149,u277,2026-06-01 08:22:59.000,,2,264,0.26,0,1,1,u149 reacciono a tu publicacion
evt-006,like,u142,u266,2026-06-01 08:19:42.000,,34,227,0.09,0,0,0,u142 reacciono a tu publicacion
evt-005,like,u135,u255,2026-06-01 08:16:25.000,,21,190,0.23,0,1,1,u135 reacciono a tu publicacion
evt-004,like,u128,u244,2026-06-01 08:13:08.000,,8,153,0.06,0,0,0,u128 reacciono a tu publicacion
evt-003,like,u121,u233,2026-06-01 08:09:51.000,,40,116,0.2,0,1,1,u121 reacciono a tu publicacion
evt-002,like,u114,u222,2026-06-01 08:06:34.000,,27,79,0.03,0,0,0,u114 reacciono a tu publicacion
evt-001,like,u107,u211,2026-06-01 08:03:17.000,,14,42,0.17,0,0,0,u107 reacciono a tu publicacion
